title,point,date,review
어벤져스: 엔드게임,10,19.04.24,어벤져스 끝판왕.... 정말 세시간이 어떻게 갔는지 모를정도예요
어벤져스: 엔드게임,10,19.04.24,한 번 보고는 잘 모르겠는데.. 3000만큼 좋은것 같기도..
어벤져스: 엔드게임,10,19.04.24,감사하다 증말로 3000만큼
어벤져스: 엔드게임,10,19.04.24,좋은 영화 감사합니다~~!!!
어벤져스: 엔드게임,8,19.04.24,영화가 지루하네요 마지막은 괜찮은듯
어벤져스: 엔드게임,10,19.04.24,I cried 5 times too.
어벤져스: 엔드게임,10,19.04.24,와....진짜 재밌어
어벤져스: 엔드게임,10,19.04.24,내가 애정하는 영웅을 이제 못본다 생각하니 슬프네요ㅠ
어벤져스: 엔드게임,10,19.04.24,진짜 재미있습니다 꼭 보세요
어벤져스: 엔드게임,10,19.04.24,죠빠진다..죠빠진다
어벤져스: 엔드게임,10,19.04.24,I love You 3000
어벤져스: 엔드게임,10,19.04.24,감동 그 자체입니다!!!!
어벤져스: 엔드게임,10,19.04.24,이제 뭘 기다리면 되는지나 던져 놓고 END하지...아직 살 날이 많이 남았는데...아놔...
어벤져스: 엔드게임,10,19.04.24,그냥 꿀잼 몸에 소름이 레알 마지막 영화 다움
어벤져스: 엔드게임,10,19.04.24,과연 이런 영화가 또 언제 나올까..
어벤져스: 엔드게임,6,19.04.24,"흠..나만 별로였나보다...그냥 어벤져스 팬들이 추억회상, 보고싶었던 사람들 보기에 좋은 영화임ㅇㅇ캡틴마블도 기대시킨만큼의 활약은 없었고,,,^^"
어벤져스: 엔드게임,10,19.04.24,스트레인지 나쁜놈 큰그림 그려서 자긴 살앗네
어벤져스: 엔드게임,8,19.04.24,방금봤다조금 허무 타노스다이아이어맨다이니타샤다이
어벤져스: 엔드게임,10,19.04.24,소름돋고 전율이 일어난다는게 이런건가 싶네요.
어벤져스: 엔드게임,10,19.04.24,3시간이짧았습니다.
어벤져스: 엔드게임,10,19.04.24,솔직히 전편이 더 액션이나 스토리는 잼있다 그치만 얀드게임은 이렇게 끝나는게 맞다 졸라 잼나다
어벤져스: 엔드게임,6,19.04.24,걍그러네볼만은함 아까워서글치 ㅋ
어벤져스: 엔드게임,10,19.04.24,마블은 디씨뿐만 아니라 마블 스스로도 이길수없는 작품을 만들어버렸다.. 큰일났다
어벤져스: 엔드게임,10,19.04.24,재미있어요ㄲㅋㅋ또보러가야지
어벤져스: 엔드게임,10,19.04.24,개쩐다진짜대박대박대박
어벤져스: 엔드게임,2,19.04.24,3시간짜리치곤 조질나게 지겹고 잼없더만..ㅜ 자다깨서 보고..자다깨서 보고..ㅋ
초능력자,10,19.04.24,재밌는데요 평점이왜이렇죠
어벤져스: 엔드게임,10,19.04.24,3000만큼 사랑해 마블 최고
어벤져스: 엔드게임,10,19.04.24,내 어린시절을 함께한 히어로들. 보면서 여러 의미로 뭉클하고 울컥했네요! 너무 재밌게 봤어요 꼭 보시길!!
어벤져스: 엔드게임,10,19.04.24,마블영화 보셨다면 보세요~
어벤져스: 엔드게임,8,19.04.24,"초반의 신파극, 일부 캐릭터 설정 급변경, 캐릭터 액션의 빈부 격차, 사나다 히로유키.. 이러한 감점 요인 때문에 인워가 더 낫다고 봄"
어벤져스: 엔드게임,10,19.04.24,나도 3000만큼 사랑함(아련
어벤져스: 엔드게임,10,19.04.24,무슨말이 더필요합니까.. 우리의 토니스타크. 우리의 캡틴이 되어줘서 고맙습니다. 그리고 돌아와서 반갑다!! 가오갤3가즈아아아아~!!!!
어벤져스: 엔드게임,10,19.04.24,재미와 감동이 있는 영화
어벤져스: 엔드게임,10,19.04.24,히어로즈 영화 끝판왕~ 최고
어벤져스: 엔드게임,10,19.04.24,개 쩝니다 진짜로.. 꼭 보세요
어벤져스: 엔드게임,10,19.04.24,쫄깃하네요  캡틴짱!!!
어벤져스: 엔드게임,10,19.04.24,스포충들아 적당히해라 바퀴벌레 보다도 못한것들 인생을 쓰ㅣ레기 처럼 산다 더러븐 시키들
캡틴 마블,10,19.04.24,와 재밌다 일하는 시간에 몰래보니까 더 꿀잼
어벤져스: 엔드게임,10,19.04.24,소름이 끼칠 정도로 놀라운 장면도 있고 재미있었네요 이제 못본다니 아쉽네요ㅠㅠ
어벤져스: 엔드게임,10,19.04.24,촤고의ㅜ양화! 완전 재밌엇다!
어벤져스: 엔드게임,10,19.04.24,마블캡틴 비중 작네요. 하향패치됐나 타노스한방에 날아가네ㅋㅋ 액션신이 후반부에 조금이지만 3시간 재밌게 잘봄. 아이언맨.캡틴아메리카.나타샤ㅜㅜ
어벤져스: 엔드게임,10,19.04.24,I am iron man
어벤져스: 엔드게임,10,19.04.24,완성도 최고다. 재예매하러 가야겠다.
어벤져스: 엔드게임,4,19.04.24,기대했던것보단 별로...
어벤져스: 엔드게임,10,19.04.24,내 인생에  이만큼 기다려지게 될 영화가 또 있을까 싶다....
어벤져스: 엔드게임,6,19.04.24,인피니티워가 조금 더 유쾌하고 즐거운 편이었던것같음. 1년을 기다렸는데 다소 허탈함
어벤져스: 엔드게임,10,19.04.24,아 정말 재밌다. 영화의 모든 요소를 다 갖췄다. 근데 캡틴 마블 왕따인것 같다
어벤져스: 엔드게임,10,19.04.24,어벤져스 보면서 눙물 날 줄은 몰랐는데 ㅠㅠ
어벤져스: 엔드게임,10,19.04.24,그저 최고라는 말밖엔..
어벤져스: 엔드게임,10,19.04.24,진짜 빨리보세요 님들 진짜 너무 재밌음 러닝타임 3시간 나 3시간보고 갔는데 순삭이었다 ㄹㅇ 빨리바
어벤져스: 엔드게임,10,19.04.24,역시 마블 재미와 소름 감동그리고 마지막에 ..ㅜㅜ
어벤져스: 엔드게임,10,19.04.24,어벤져스 앤드게임 꼭 보세요~~~
어벤져스: 엔드게임,8,19.04.24,어벤져스 드라마의 마지막회
어벤져스: 엔드게임,8,19.04.24,어벤져스 드라마의 마지막회
어벤져스: 엔드게임,10,19.04.24,"두번, 세번 볼거에요.."
어벤져스: 엔드게임,10,19.04.24,I'm ironman
어벤져스: 엔드게임,10,19.04.24,와... ㅅㅂ 와....
어벤져스: 엔드게임,10,19.04.24,마스터피스.다른 표현이 떠오르지 않는다.
어벤져스: 엔드게임,10,19.04.24,10년 동안 아이언맨부터 해서 어벤져스 엔드게임까지 덕분에 영화 보는 동안 즐겁고 행복했습니다 ^^
어벤져스: 엔드게임,10,19.04.24,하 화장실 두번갔다오는동안 놓친장면이 너무아깝다..
어벤져스: 엔드게임,10,19.04.24,영화 마지막부분에 아이언맨3에 나왓던 꼬맹이 다들 보셧나요??? 아이언맨 세대교체일까요??
어벤져스: 엔드게임,10,19.04.24,최고라는 말밖에 할말이없음..그리고 영화보면서 핸드폰 켜는것들 비닐봉지 뽀시락 거리는것들 개극혐..
어벤져스: 엔드게임,10,19.04.24,최고입니다. 꼭 보세요
어벤져스: 엔드게임,10,19.04.24,최고입니다. 꼭 보세요
노팅 힐,2,19.04.24,토니죽고 나타샤 죽고 타노스 2번죽는다토니는 내가 아이언맨이다 말한후 손가락튕기고타노스 와 부하 먼지로 만들고 사망
어벤져스: 엔드게임,1,19.04.24,질 떨어지는 양키 히어로물들이 뭐가 그렇게들 좋다고 ㅉㅉ
어벤져스: 엔드게임,7,19.04.24,결말이 이게 최선이었을까?
인간중독,2,19.04.24,"스토리 부실, 여주 발연기"
어벤져스: 엔드게임,10,19.04.24,지리진 않았다. 울어버렸다.
토르: 라그나로크,9,19.04.24,"전작들과 약간 다른 느낌.가오갤 느낌?이여서 약간 안어울릴 법도 했지만 처음부터 끝까지 지루할 틈 없이 재밌었음.개그코드도 좋고,인물들이 하나같이 정가고 귀여움.후반부 음악과 마지막 악당이 생각보다 허무하게 끝난(마블 고질적인 문제)부분은 아쉬움."
헬보이,8,19.04.24,DC 보다 백배낫다...
어벤져스: 엔드게임,10,19.04.24,스포는 아니구요. 앞으로 우리 캡틴 무시하지마라...
어벤져스: 엔드게임,10,19.04.24,역대 영화중 최고. 꼭 보세요
