1,바른미래당이 불씨 끄는 패스트트랙,https://news.naver.com/main/ranking/read.nhn?mid=etc&sid1=111&rankingType=popular_day&oid=032&aid=0002935463&date=20190418&type=1&rankingSeq=1&rankingSectionId=100
2,美 속도조절론 하루 만에…北 “폼페이오는 빠져라” 맹공,https://news.naver.com/main/ranking/read.nhn?mid=etc&sid1=111&rankingType=popular_day&oid=081&aid=0002992341&date=20190418&type=1&rankingSeq=2&rankingSectionId=100
3,"북한 ""폼페이오 아닌 다른 상대 나서라""…대화 판은 안 깨",https://news.naver.com/main/ranking/read.nhn?mid=etc&sid1=111&rankingType=popular_day&oid=437&aid=0000207896&date=20190418&type=2&rankingSeq=3&rankingSectionId=100
4,"투르크멘 대통령 ""두번째 공장 지어달라"" 文대통령 ""약속하셨다""",https://news.naver.com/main/ranking/read.nhn?mid=etc&sid1=111&rankingType=popular_day&oid=001&aid=0010772744&date=20190418&type=1&rankingSeq=4&rankingSectionId=100
5,끝내 불발된 ‘이미선 보고서’…청와대 임명 강행 예정,https://news.naver.com/main/ranking/read.nhn?mid=etc&sid1=111&rankingType=popular_day&oid=449&aid=0000169613&date=20190418&type=2&rankingSeq=5&rankingSectionId=100
6,"북 외무성 ""폼페이오 혼자 잠꼬대…다른 인물 나서길""",https://news.naver.com/main/ranking/read.nhn?mid=etc&sid1=111&rankingType=popular_day&oid=057&aid=0001343532&date=20190418&type=2&rankingSeq=6&rankingSectionId=100
7,"또 꺼내든 '태블릿PC 조작설'…가짜뉴스 동원 ""박근혜 석방""",https://news.naver.com/main/ranking/read.nhn?mid=etc&sid1=111&rankingType=popular_day&oid=437&aid=0000207897&date=20190418&type=2&rankingSeq=7&rankingSectionId=100
8,"유엔사 ""JSA 관광 남측만 재개…자유왕래 긴 과정될 수 있어""(종합)",https://news.naver.com/main/ranking/read.nhn?mid=etc&sid1=111&rankingType=popular_day&oid=003&aid=0009182694&date=20190418&type=1&rankingSeq=8&rankingSectionId=100
9,"문 대통령, 내일 이미선 헌법재판관 임명",https://news.naver.com/main/ranking/read.nhn?mid=etc&sid1=111&rankingType=popular_day&oid=422&aid=0000370887&date=20190418&type=2&rankingSeq=9&rankingSectionId=100
10,"국회, 이미선 청문보고서 채택 끝내 불발…文대통령, 내일 임명(종합)",https://news.naver.com/main/ranking/read.nhn?mid=etc&sid1=111&rankingType=popular_day&oid=001&aid=0010772719&date=20190418&type=1&rankingSeq=10&rankingSectionId=100
